ebmcode;ebmlabel;price
32145;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32146;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32147;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32148;Quantitative Alkohol-Bestimmung in der Atemluft mit apparativer Messung, z. B. elektrochemisch, im Rahmen der substitutionsgestützten Behandlung Opiatabhängiger gemäß den Richtlinien des Gemeinsamen Bundesausschusses;NA
32150;Immunologischer Nachweis von Troponin I und/oder Troponin T auf einem vorgefertigten Reagenzträger bei akutem koronaren Syndrom (ACS), ggf. einschl. apparativer quantitativer Auswertung;NA
32151;Kulturelle bakteriologische und/oder mykologische Untersuchung;NA
32152;Orientierender Schnelltest auf A-Streptokokken-Gruppenantigen bei Patienten bis zum vollendeten 16. Lebensjahr ;NA
32155;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32161;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32155;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32156;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32157;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32158;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32159;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32160;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32161;Mikroskopische Untersuchung von Blut- oder Knochenmarkzellen nach zytochemischer Färbung, gilt für die Gebührenordnungspositionen 32155 bis 32158 und 32159 bis 32161,;NA
32163;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32167;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32163;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32164;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32165;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32166;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32167;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) eines Organpunktates, gilt für die Gebührenordnungspositionen 32163 bis 32167,;NA
32168;Mikroskopische Differenzierung eines Materials als gefärbte(r) Ausstrich(e) oder als Tupfpräparat(e) des Knochenmarks einschl. der Beurteilung des Eisenstatus auf Sideroblasten, Makrophageneisen und Therapieeisengranula;NA
32169;Vergleichende hämatologische Begutachtung von mikroskopisch differenzierten Ausstrichen des Knochenmarks und des Blutes, einschl. Dokumentation;NA
32170;Mikroskopische Differenzierung von Haaren (Trichogramm);NA
32172;Mikroskopische Untersuchung des Blutes auf Parasiten, z. B. Plasmodien, Mikrofilarien, im gefärbten Blutausstrich und/oder Dicken Tropfen ;NA
32175;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32182;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32175;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32176;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32177;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32178;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32179;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32180;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32181;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32182;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32175 bis 32182,;NA
32185;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32185 bis 32187,;NA
32187;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32185 bis 32187,;NA
32185;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32185 bis 32187,;NA
32186;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32185 bis 32187,;NA
32187;Mikroskopische Untersuchung eines Körpermaterials auf Krankheitserreger nach differenzierender Färbung, gilt für die Gebührenordnungspositionen 32185 bis 32187,;NA
32190;Physikalisch-morphologische Untersuchung des Spermas [Menge, Viskosität, pH-Wert, Nativpräparat(e), Differenzierung der Beweglichkeit, Bestimmung der Spermienzahl, Vitalitätsprüfung, morphologische Differenzierung nach Ausstrichfärbung (z. B. Papanicolaou)];NA
32192;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32195;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32192;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32193;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32194;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32195;Funktionsprüfung mit Belastung, einschl. der erforderlichen quantitativen Bestimmungen im Harn oder Blut, gilt für die Gebührenordnungspositionen 32192 bis 32195,;NA
32196;Funktionsprüfung der Nieren durch Bestimmung der Clearance mit mindestens drei quantitativ-chemischen Blut- oder Harnanalysen, gilt für die Gebührenordnungspositionen 32196 bis 32198,;NA
32198;Funktionsprüfung der Nieren durch Bestimmung der Clearance mit mindestens drei quantitativ-chemischen Blut- oder Harnanalysen, gilt für die Gebührenordnungspositionen 32196 bis 32198,;NA
32196;Funktionsprüfung der Nieren durch Bestimmung der Clearance mit mindestens drei quantitativ-chemischen Blut- oder Harnanalysen, gilt für die Gebührenordnungspositionen 32196 bis 32198,;NA
32197;Funktionsprüfung der Nieren durch Bestimmung der Clearance mit mindestens drei quantitativ-chemischen Blut- oder Harnanalysen, gilt für die Gebührenordnungspositionen 32196 bis 32198,;NA
32198;Funktionsprüfung der Nieren durch Bestimmung der Clearance mit mindestens drei quantitativ-chemischen Blut- oder Harnanalysen, gilt für die Gebührenordnungspositionen 32196 bis 32198,;NA
32203;Thrombelastogramm ;NA
32205;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32208;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32205;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32206;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32207;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32208;Untersuchung der Gerinnungsfunktion durch Globaltests, ggf. einschl. mehrfacher Bestimmung der Gerinnungszeit, gilt für die Gebührenordnungspositionen 32205 bis 32208,;NA
32210;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32227;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32210;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32211;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32212;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32213;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32214;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32215;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32216;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32217;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32218;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32219;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32220;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32221;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32222;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32223;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32224;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32225;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32226;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32227;Quantitative Bestimmung von Einzelfaktoren des Gerinnungssystems, gilt für die Gebührenordnungspositionen 32210 bis 32227,;NA
32228;Untersuchungen der Thrombozytenfunktion mit mehreren Methoden, z. B. Thrombozytenausbreitung, -adhäsion, -aggregation, insgesamt;NA
32229;Untersuchung der von -Willebrand-Faktor-Multimere;NA
32230;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32248;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32230;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32231;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32232;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32233;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32234;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32235;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32236;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32237;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32238;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32240;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
32242;Quantitative chemische oder physikalische Bestimmung, gilt für die Gebührenordnungspositionen 32230 bis 32236, 32240 und 32242 bis 32246 und 32248,;NA
